# Time (s)	Gamma
    6495.6	    0.0876
    6495.9	    0.0877
    6496.2	    0.0876
    6496.5	    0.0876
    6496.8	    0.0876
    6497.1	    0.0876
    6497.4	    0.0876
    6497.7	    0.0876
    6498.0	    0.0876
    6498.3	    0.0876
    6498.6	    0.0876
    6498.9	    0.0876
    6499.2	    0.0876
    6499.5	    0.0876
    6499.8	    0.0876
    6500.1	    0.0876
    6500.4	    0.0876
    6500.7	    0.0876
    6501.0	    0.0876
    6501.3	    0.0876
    6501.6	    0.0876
    6501.9	    0.0875
    6502.2	    0.0875
    6502.5	    0.0875
    6502.8	    0.0876
    6503.1	    0.0876
    6503.4	    0.0876
    6503.7	    0.0876
    6504.0	    0.0876
    6504.3	    0.0876
    6504.6	    0.0876
    6504.9	    0.0876
    6505.2	    0.0875
    6505.5	    0.0875
    6505.8	    0.0875
    6506.1	    0.0875
    6506.4	    0.0875
    6506.7	    0.0875
    6507.0	    0.0875
    6507.3	    0.0875
    6507.6	    0.0875
    6507.9	    0.0876
    6508.2	    0.0875
    6508.5	    0.0875
    6508.8	    0.0875
    6509.1	    0.0875
    6509.4	    0.0875
    6509.7	    0.0875
    6510.0	    0.0875
    6510.3	    0.0875
    6510.6	    0.0875
    6510.9	    0.0875
    6511.2	    0.0875
    6511.5	    0.0875
    6511.8	    0.0875
    6512.1	    0.0875
    6512.4	    0.0875
    6512.7	    0.0875
    6513.0	    0.0875
    6513.3	    0.0875
    6513.6	    0.0875
    6513.9	    0.0875
    6514.2	    0.0875
    6514.5	    0.0875
    6514.8	    0.0875
    6515.1	    0.0875
    6515.4	    0.0874
    6515.7	    0.0874
    6516.0	    0.0874
    6516.3	    0.0874
    6516.6	    0.0874
    6516.9	    0.0874
    6517.2	    0.0874
    6517.5	    0.0874
    6517.8	    0.0875
    6518.1	    0.0875
    6518.4	    0.0875
    6518.7	    0.0875
    6519.0	    0.0875
    6519.3	    0.0875
    6519.6	    0.0875
    6519.9	    0.0875
    6520.2	    0.0875
    6520.5	    0.0874
    6520.8	    0.0874
    6521.1	    0.0874
    6521.4	    0.0874
    6521.7	    0.0874
    6522.0	    0.0874
    6522.3	    0.0874
    6522.6	    0.0874
    6522.9	    0.0874
    6523.2	    0.0874
    6523.5	    0.0874
    6523.8	    0.0874
    6524.1	    0.0874
    6524.4	    0.0874
    6524.7	    0.0874
    6525.0	    0.0874
    6525.3	    0.0874
    6525.6	    0.0874
    6525.9	    0.0874
    6526.2	    0.0874
    6526.5	    0.0874
    6526.8	    0.0874
    6527.1	    0.0874
    6527.4	    0.0874
    6527.7	    0.0874
    6528.0	    0.0874
    6528.3	    0.0874
    6528.6	    0.0874
    6528.9	    0.0874
    6529.2	    0.0873
    6529.5	    0.0873
    6529.8	    0.0873
    6530.1	    0.0873
    6530.4	    0.0873
    6530.7	    0.0873
    6531.0	    0.0874
    6531.3	    0.0874
    6531.6	    0.0874
    6531.9	    0.0874
    6532.2	    0.0874
    6532.5	    0.0874
    6532.8	    0.0874
    6533.1	    0.0873
    6533.4	    0.0873
    6533.7	    0.0873
    6534.0	    0.0873
    6534.3	    0.0873
    6534.6	    0.0873
    6534.9	    0.0873
    6535.2	    0.0873
    6535.5	    0.0873
    6535.8	    0.0873
    6536.1	    0.0873
    6536.4	    0.0873
    6536.7	    0.0873
    6537.0	    0.0873
    6537.3	    0.0873
    6537.6	    0.0873
    6537.9	    0.0873
    6538.2	    0.0873
    6538.5	    0.0873
    6538.8	    0.0873
    6539.1	    0.0873
    6539.4	    0.0873
    6539.7	    0.0873
    6540.0	    0.0873
    6540.3	    0.0873
    6540.6	    0.0873
    6540.9	    0.0873
    6541.2	    0.0873
    6541.5	    0.0873
    6541.8	    0.0873
    6542.1	    0.0873
    6542.4	    0.0872
    6542.7	    0.0872
    6543.0	    0.0872
    6543.3	    0.0873
    6543.6	    0.0873
    6543.9	    0.0873
    6544.2	    0.0873
    6544.5	    0.0873
    6544.8	    0.0873
    6545.1	    0.0873
    6545.4	    0.0873
    6545.7	    0.0872
    6546.0	    0.0872
    6546.3	    0.0872
    6546.6	    0.0872
    6546.9	    0.0872
    6547.2	    0.0872
    6547.5	    0.0872
    6547.8	    0.0872
    6548.1	    0.0872
    6548.4	    0.0872
    6548.7	    0.0872
    6549.0	    0.0872
    6549.3	    0.0872
    6549.6	    0.0872
    6549.9	    0.0872
    6550.2	    0.0872
    6550.5	    0.0872
    6550.8	    0.0872
    6551.1	    0.0872
    6551.4	    0.0872
    6551.7	    0.0872
    6552.0	    0.0872
    6552.3	    0.0872
    6552.6	    0.0872
    6552.9	    0.0872
    6553.2	    0.0872
    6553.5	    0.0872
    6553.8	    0.0872
    6554.1	    0.0872
    6554.4	    0.0872
    6554.7	    0.0872
    6555.0	    0.0872
    6555.3	    0.0872
    6555.6	    0.0872
    6555.9	    0.0872
    6556.2	    0.0872
    6556.5	    0.0872
    6556.8	    0.0872
    6557.1	    0.0871
    6557.4	    0.0871
    6557.7	    0.0871
    6558.0	    0.0871
    6558.3	    0.0871
    6558.6	    0.0871
    6558.9	    0.0872
    6559.2	    0.0872
    6559.5	    0.0872
    6559.8	    0.0872
    6560.1	    0.0872
    6560.4	    0.0872
    6560.7	    0.0872
    6561.0	    0.0871
    6561.3	    0.0871
    6561.6	    0.0871
    6561.9	    0.0871
    6562.2	    0.0871
    6562.5	    0.0872
    6562.8	    0.0872
    6563.1	    0.0872
    6563.4	    0.0872
    6563.7	    0.0872
    6564.0	    0.0872
    6564.3	    0.0872
    6564.6	    0.0872
    6564.9	    0.0871
    6565.2	    0.0871
    6565.5	    0.0871
    6565.8	    0.0871
    6566.1	    0.0871
    6566.4	    0.0871
    6566.7	    0.0871
    6567.0	    0.0871
    6567.3	    0.0871
    6567.6	    0.0871
    6567.9	    0.0871
    6568.2	    0.0871
    6568.5	    0.0871
    6568.8	    0.0871
    6569.1	    0.0871
    6569.4	    0.0871
    6569.7	    0.0871
    6570.0	    0.0871
    6570.3	    0.0871
    6570.6	    0.0871
    6570.9	    0.0871
    6571.2	    0.0871
    6571.5	    0.0871
    6571.8	    0.0871
    6572.1	    0.0871
    6572.4	    0.0871
    6572.7	    0.0871
    6573.0	    0.0871
    6573.3	    0.0871
    6573.6	    0.0871
    6573.9	    0.0871
    6574.2	    0.0870
    6574.5	    0.0870
    6574.8	    0.0871
    6575.1	    0.0871
    6575.4	    0.0871
    6575.7	    0.0871
    6576.0	    0.0871
    6576.3	    0.0871
    6576.6	    0.0871
    6576.9	    0.0871
    6577.2	    0.0871
    6577.5	    0.0870
    6577.8	    0.0870
    6578.1	    0.0870
    6578.4	    0.0870
    6578.7	    0.0870
    6579.0	    0.0870
    6579.3	    0.0871
    6579.6	    0.0871
    6579.9	    0.0871
    6580.2	    0.0871
    6580.5	    0.0871
    6580.8	    0.0870
    6581.1	    0.0870
    6581.4	    0.0870
    6581.7	    0.0878
    6582.0	    0.0975
    6582.3	    0.1129
    6582.6	    0.1227
    6582.9	    0.1300
    6583.2	    0.1340
    6583.5	    0.1365
    6583.8	    0.1379
    6584.1	    0.1382
    6584.4	    0.1379
    6584.7	    0.1372
    6585.0	    0.1362
    6585.3	    0.1349
    6585.6	    0.1336
    6585.9	    0.1322
    6586.2	    0.1306
    6586.5	    0.1292
    6586.8	    0.1279
    6587.1	    0.1264
    6587.4	    0.1251
    6587.7	    0.1237
    6588.0	    0.1225
    6588.3	    0.1213
    6588.6	    0.1200
    6588.9	    0.1190
    6589.2	    0.1179
    6589.5	    0.1168
    6589.8	    0.1159
    6590.1	    0.1149
    6590.4	    0.1141
    6590.7	    0.1133
    6591.0	    0.1125
    6591.3	    0.1118
    6591.6	    0.1112
    6591.9	    0.1105
    6592.2	    0.1099
    6592.5	    0.1093
    6592.8	    0.1087
    6593.1	    0.1082
    6593.4	    0.1076
    6593.7	    0.1072
    6594.0	    0.1067
    6594.3	    0.1062
    6594.6	    0.1057
    6594.9	    0.1053
    6595.2	    0.1049
    6595.5	    0.1045
    6595.8	    0.1041
    6596.1	    0.1038
    6596.4	    0.1035
    6596.7	    0.1031
    6597.0	    0.1028
    6597.3	    0.1024
    6597.6	    0.1021
    6597.9	    0.1018
    6598.2	    0.1015
    6598.5	    0.1012
    6598.8	    0.1009
    6599.1	    0.1006
    6599.4	    0.1004
    6599.7	    0.1001
    6600.0	    0.0999
    6600.3	    0.0997
    6600.6	    0.0994
    6600.9	    0.0992
    6601.2	    0.0990
    6601.5	    0.0988
    6601.8	    0.0986
    6602.1	    0.0983
    6602.4	    0.0982
    6602.7	    0.0980
    6603.0	    0.0978
    6603.3	    0.0976
    6603.6	    0.0975
    6603.9	    0.0973
    6604.2	    0.0971
    6604.5	    0.0970
    6604.8	    0.0968
    6605.1	    0.0967
    6605.4	    0.0965
    6605.7	    0.0963
    6606.0	    0.0962
    6606.3	    0.0960
    6606.6	    0.0959
    6606.9	    0.0957
    6607.2	    0.0956
    6607.5	    0.0954
    6607.8	    0.0953
    6608.1	    0.0952
    6608.4	    0.0950
    6608.7	    0.0949
    6609.0	    0.0948
    6609.3	    0.0947
    6609.6	    0.0946
    6609.9	    0.0945
    6610.2	    0.0944
    6610.5	    0.0943
    6610.8	    0.0942
    6611.1	    0.0941
    6611.4	    0.0940
    6611.7	    0.0939
    6612.0	    0.0938
    6612.3	    0.0937
    6612.6	    0.0935
    6612.9	    0.0934
    6613.2	    0.0934
    6613.5	    0.0933
    6613.8	    0.0932
    6614.1	    0.0931
    6614.4	    0.0930
    6614.7	    0.0930
    6615.0	    0.0929
    6615.3	    0.0929
    6615.6	    0.0928
    6615.9	    0.0927
    6616.2	    0.0926
    6616.5	    0.0925
    6616.8	    0.0925
    6617.1	    0.0924
    6617.4	    0.0923
    6617.7	    0.0922
    6618.0	    0.0922
    6618.3	    0.0921
    6618.6	    0.0920
    6618.9	    0.0919
    6619.2	    0.0919
    6619.5	    0.0918
    6619.8	    0.0918
    6620.1	    0.0917
    6620.4	    0.0917
    6620.7	    0.0916
    6621.0	    0.0916
    6621.3	    0.0915
    6621.6	    0.0915
    6621.9	    0.0914
    6622.2	    0.0914
    6622.5	    0.0913
    6622.8	    0.0913
    6623.1	    0.0912
    6623.4	    0.0911
    6623.7	    0.0911
    6624.0	    0.0910
    6624.3	    0.0910
    6624.6	    0.0909
    6624.9	    0.0909
    6625.2	    0.0909
    6625.5	    0.0908
    6625.8	    0.0908
    6626.1	    0.0908
    6626.4	    0.0907
    6626.7	    0.0907
    6627.0	    0.0907
    6627.3	    0.0906
    6627.6	    0.0906
    6627.9	    0.0905
    6628.2	    0.0905
    6628.5	    0.0904
    6628.8	    0.0904
    6629.1	    0.0903
    6629.4	    0.0903
    6629.7	    0.0903
    6630.0	    0.0902
    6630.3	    0.0902
    6630.6	    0.0902
    6630.9	    0.0902
    6631.2	    0.0901
    6631.5	    0.0901
    6631.8	    0.0901
    6632.1	    0.0900
    6632.4	    0.0900
    6632.7	    0.0899
    6633.0	    0.0899
    6633.3	    0.0899
    6633.6	    0.0898
    6633.9	    0.0898
    6634.2	    0.0898
    6634.5	    0.0898
    6634.8	    0.0897
    6635.1	    0.0897
    6635.4	    0.0897
    6635.7	    0.0897
    6636.0	    0.0897
    6636.3	    0.0896
    6636.6	    0.0896
    6636.9	    0.0896
    6637.2	    0.0895
    6637.5	    0.0895
    6637.8	    0.0894
    6638.1	    0.0894
    6638.4	    0.0894
    6638.7	    0.0894
    6639.0	    0.0894
    6639.3	    0.0893
    6639.6	    0.0893
    6639.9	    0.0893
    6640.2	    0.0893
    6640.5	    0.0893
    6640.8	    0.0893
    6641.1	    0.0892
    6641.4	    0.0892
    6641.7	    0.0892
    6642.0	    0.0891
    6642.3	    0.0891
    6642.6	    0.0891
    6642.9	    0.0891
    6643.2	    0.0891
    6643.5	    0.0890
    6643.8	    0.0890
    6644.1	    0.0890
    6644.4	    0.0890
    6644.7	    0.0890
    6645.0	    0.0889
    6645.3	    0.0889
    6645.6	    0.0889
    6645.9	    0.0889
    6646.2	    0.0888
    6646.5	    0.0888
    6646.8	    0.0888
    6647.1	    0.0888
    6647.4	    0.0888
    6647.7	    0.0888
    6648.0	    0.0888
    6648.3	    0.0888
    6648.6	    0.0887
    6648.9	    0.0887
    6649.2	    0.0887
    6649.5	    0.0887
    6649.8	    0.0887
    6650.1	    0.0886
    6650.4	    0.0886
    6650.7	    0.0886
    6651.0	    0.0886
    6651.3	    0.0886
    6651.6	    0.0886
    6651.9	    0.0886
    6652.2	    0.0886
    6652.5	    0.0885
    6652.8	    0.0885
    6653.1	    0.0885
    6653.4	    0.0885
    6653.7	    0.0885
    6654.0	    0.0884
    6654.3	    0.0884
    6654.6	    0.0884
    6654.9	    0.0884
    6655.2	    0.0884
    6655.5	    0.0883
    6655.8	    0.0883
    6656.1	    0.0883
    6656.4	    0.0883
    6656.7	    0.0883
    6657.0	    0.0883
    6657.3	    0.0883
    6657.6	    0.0883
    6657.9	    0.0883
    6658.2	    0.0883
    6658.5	    0.0883
    6658.8	    0.0882
    6659.1	    0.0882
    6659.4	    0.0882
    6659.7	    0.0882
    6660.0	    0.0882
    6660.3	    0.0882
    6660.6	    0.0882
    6660.9	    0.0882
    6661.2	    0.0882
    6661.5	    0.0881
    6661.8	    0.0881
    6662.1	    0.0881
    6662.4	    0.0881
    6662.7	    0.0881
    6663.0	    0.0880
    6663.3	    0.0880
    6663.6	    0.0880
    6663.9	    0.0880
    6664.2	    0.0880
    6664.5	    0.0880
    6664.8	    0.0880
    6665.1	    0.0880
    6665.4	    0.0880
    6665.7	    0.0880
    6666.0	    0.0880
    6666.3	    0.0880
    6666.6	    0.0879
    6666.9	    0.0879
    6667.2	    0.0879
    6667.5	    0.0879
    6667.8	    0.0879
    6668.1	    0.0879
    6668.4	    0.0878
    6668.7	    0.0878
    6669.0	    0.0878
    6669.3	    0.0879
    6669.6	    0.0879
    6669.9	    0.0878
    6670.2	    0.0878
    6670.5	    0.0878
    6670.8	    0.0878
    6671.1	    0.0878
    6671.4	    0.0878
    6671.7	    0.0877
    6672.0	    0.0878
    6672.3	    0.0877
    6672.6	    0.0877
    6672.9	    0.0878
    6673.2	    0.0877
    6673.5	    0.0877
    6673.8	    0.0877
    6674.1	    0.0877
    6674.4	    0.0877
    6674.7	    0.0877
    6675.0	    0.0877
    6675.3	    0.0877
    6675.6	    0.0876
    6675.9	    0.0877
    6676.2	    0.0876
    6676.5	    0.0877
    6676.8	    0.0877
    6677.1	    0.0877
    6677.4	    0.0876
    6677.7	    0.0876
    6678.0	    0.0876
    6678.3	    0.0876
    6678.6	    0.0876
    6678.9	    0.0875
    6679.2	    0.0875
    6679.5	    0.0875
    6679.8	    0.0875
    6680.1	    0.0875
    6680.4	    0.0876
    6680.7	    0.0875
    6681.0	    0.0875
    6681.3	    0.0875
    6681.6	    0.0875
    6681.9	    0.0875
    6682.2	    0.0875
    6682.5	    0.0875
    6682.8	    0.0875
    6683.1	    0.0874
    6683.4	    0.0874
    6683.7	    0.0874
    6684.0	    0.0874
    6684.3	    0.0874
    6684.6	    0.0874
    6684.9	    0.0874
    6685.2	    0.0874
    6685.5	    0.0874
    6685.8	    0.0874
    6686.1	    0.0874
    6686.4	    0.0874
    6686.7	    0.0874
    6687.0	    0.0874
    6687.3	    0.0873
    6687.6	    0.0873
    6687.9	    0.0873
    6688.2	    0.0873
    6688.5	    0.0873
    6688.8	    0.0873
    6689.1	    0.0873
    6689.4	    0.0873
    6689.7	    0.0873
    6690.0	    0.0873
    6690.3	    0.0873
    6690.6	    0.0873
    6690.9	    0.0873
    6691.2	    0.0873
    6691.5	    0.0873
    6691.8	    0.0873
    6692.1	    0.0872
    6692.4	    0.0872
    6692.7	    0.0872
    6693.0	    0.0872
    6693.3	    0.0872
    6693.6	    0.0872
    6693.9	    0.0873
    6694.2	    0.0872
    6694.5	    0.0872
    6694.8	    0.0872
    6695.1	    0.0872
    6695.4	    0.0872
    6695.7	    0.0872
    6696.0	    0.0872
    6696.3	    0.0872
    6696.6	    0.0872
    6696.9	    0.0872
    6697.2	    0.0871
    6697.5	    0.0872
    6697.8	    0.0872
    6698.1	    0.0872
    6698.4	    0.0872
    6698.7	    0.0872
    6699.0	    0.0871
    6699.3	    0.0871
    6699.6	    0.0871
    6699.9	    0.0871
    6700.2	    0.0871
    6700.5	    0.0871
    6700.8	    0.0871
    6701.1	    0.0871
    6701.4	    0.0871
    6701.7	    0.0871
    6702.0	    0.0871
    6702.3	    0.0871
    6702.6	    0.0871
    6702.9	    0.0871
    6703.2	    0.0871
    6703.5	    0.0871
    6703.8	    0.0871
    6704.1	    0.0870
    6704.4	    0.0870
    6704.7	    0.0870
    6705.0	    0.0870
    6705.3	    0.0870
    6705.6	    0.0870
    6705.9	    0.0870
    6706.2	    0.0870
    6706.5	    0.0870
    6706.8	    0.0870
    6707.1	    0.0870
    6707.4	    0.0870
    6707.7	    0.0870
    6708.0	    0.0870
    6708.3	    0.0870
    6708.6	    0.0870
    6708.9	    0.0870
    6709.2	    0.0870
    6709.5	    0.0869
    6709.8	    0.0869
    6710.1	    0.0869
    6710.4	    0.0869
    6710.7	    0.0869
    6711.0	    0.0869
    6711.3	    0.0869
    6711.6	    0.0869
    6711.9	    0.0869
    6712.2	    0.0869
    6712.5	    0.0869
    6712.8	    0.0869
    6713.1	    0.0869
    6713.4	    0.0869
    6713.7	    0.0869
    6714.0	    0.0869
    6714.3	    0.0869
    6714.6	    0.0868
    6714.9	    0.0869
    6715.2	    0.0868
    6715.5	    0.0868
    6715.8	    0.0869
    6716.1	    0.0869
    6716.4	    0.0869
    6716.7	    0.0869
    6717.0	    0.0869
    6717.3	    0.0869
    6717.6	    0.0868
    6717.9	    0.0868
    6718.2	    0.0868
    6718.5	    0.0868
    6718.8	    0.0868
    6719.1	    0.0868
    6719.4	    0.0868
    6719.7	    0.0868
    6720.0	    0.0868
    6720.3	    0.0868
    6720.6	    0.0868
    6720.9	    0.0868
    6721.2	    0.0868
    6721.5	    0.0868
    6721.8	    0.0868
    6722.1	    0.0868
    6722.4	    0.0868
    6722.7	    0.0868
    6723.0	    0.0868
    6723.3	    0.0868
    6723.6	    0.0867
    6723.9	    0.0867
    6724.2	    0.0867
    6724.5	    0.0867
    6724.8	    0.0867
    6725.1	    0.0867
    6725.4	    0.0867
    6725.7	    0.0867
    6726.0	    0.0867
    6726.3	    0.0867
    6726.6	    0.0867
    6726.9	    0.0867
    6727.2	    0.0867
    6727.5	    0.0867
    6727.8	    0.0867
    6728.1	    0.0867
    6728.4	    0.0867
    6728.7	    0.0867
    6729.0	    0.0867
    6729.3	    0.0867
    6729.6	    0.0867
    6729.9	    0.0867
    6730.2	    0.0867
    6730.5	    0.0867
    6730.8	    0.0867
    6731.1	    0.0867
    6731.4	    0.0867
    6731.7	    0.0867
    6732.0	    0.0867
    6732.3	    0.0867
    6732.6	    0.0867
    6732.9	    0.0867
    6733.2	    0.0866
    6733.5	    0.0866
    6733.8	    0.0866
    6734.1	    0.0866
    6734.4	    0.0866
    6734.7	    0.0866
    6735.0	    0.0866
    6735.3	    0.0866
    6735.6	    0.0866
    6735.9	    0.0866
    6736.2	    0.0866
    6736.5	    0.0866
    6736.8	    0.0866
    6737.1	    0.0866
    6737.4	    0.0866
    6737.7	    0.0866
    6738.0	    0.0866
    6738.3	    0.0866
    6738.6	    0.0866
    6738.9	    0.0866
    6739.2	    0.0866
    6739.5	    0.0865
    6739.8	    0.0865
    6740.1	    0.0865
    6740.4	    0.0865
    6740.7	    0.0865
    6741.0	    0.0865
    6741.3	    0.0865
    6741.6	    0.0865
    6741.9	    0.0866
    6742.2	    0.0866
    6742.5	    0.0866
    6742.8	    0.0865
    6743.1	    0.0866
    6743.4	    0.0866
    6743.7	    0.0865
    6744.0	    0.0865
    6744.3	    0.0865
    6744.6	    0.0865
    6744.9	    0.0865
    6745.2	    0.0865
    6745.5	    0.0865
    6745.8	    0.0865
    6746.1	    0.0865
    6746.4	    0.0865
    6746.7	    0.0865
    6747.0	    0.0865
    6747.3	    0.0865
    6747.6	    0.0865
    6747.9	    0.0865
    6748.2	    0.0865
    6748.5	    0.0865
    6748.8	    0.0865
    6749.1	    0.0865
    6749.4	    0.0865
    6749.7	    0.0865
    6750.0	    0.0865
    6750.3	    0.0865
    6750.6	    0.0864
    6750.9	    0.0864
    6751.2	    0.0864
    6751.5	    0.0864
    6751.8	    0.0864
    6752.1	    0.0864
    6752.4	    0.0864
    6752.7	    0.0864
    6753.0	    0.0864
    6753.3	    0.0865
    6753.6	    0.0864
    6753.9	    0.0864
    6754.2	    0.0864
    6754.5	    0.0864
    6754.8	    0.0864
    6755.1	    0.0864
    6755.4	    0.0864
    6755.7	    0.0864
    6756.0	    0.0864
    6756.3	    0.0864
    6756.6	    0.0864
    6756.9	    0.0864
    6757.2	    0.0864
    6757.5	    0.0864
    6757.8	    0.0864
    6758.1	    0.0864
    6758.4	    0.0864
    6758.7	    0.0864
    6759.0	    0.0864
    6759.3	    0.0864
    6759.6	    0.0864
    6759.9	    0.0864
    6760.2	    0.0864
    6760.5	    0.0864
    6760.8	    0.0863
    6761.1	    0.0863
    6761.4	    0.0863
    6761.7	    0.0863
    6762.0	    0.0864
    6762.3	    0.0864
    6762.6	    0.0864
    6762.9	    0.0864
    6763.2	    0.0864
    6763.5	    0.0864
    6763.8	    0.0864
    6764.1	    0.0864
    6764.4	    0.0864
    6764.7	    0.0863
    6765.0	    0.0863
    6765.3	    0.0863
    6765.6	    0.0863
    6765.9	    0.0863
    6766.2	    0.0863
    6766.5	    0.0863
    6766.8	    0.0863
    6767.1	    0.0863
    6767.4	    0.0863
    6767.7	    0.0863
    6768.0	    0.0863
    6768.3	    0.0863
    6768.6	    0.0863
    6768.9	    0.0863
    6769.2	    0.0863
    6769.5	    0.0863
    6769.8	    0.0863
    6770.1	    0.0863
    6770.4	    0.0863
    6770.7	    0.0863
    6771.0	    0.0863
    6771.3	    0.0863
    6771.6	    0.0863
    6771.9	    0.0863
    6772.2	    0.0863
    6772.5	    0.0863
    6772.8	    0.0863
    6773.1	    0.0863
    6773.4	    0.0863
    6773.7	    0.0863
    6774.0	    0.0862
    6774.3	    0.0862
    6774.6	    0.0862
    6774.9	    0.0862
    6775.2	    0.0863
    6775.5	    0.0863
    6775.8	    0.0863
    6776.1	    0.0863
    6776.4	    0.0863
    6776.7	    0.0862
    6777.0	    0.0862
    6777.3	    0.0862
    6777.6	    0.0862
    6777.9	    0.0862
    6778.2	    0.0862
    6778.5	    0.0862
    6778.8	    0.0862
    6779.1	    0.0862
    6779.4	    0.0862
    6779.7	    0.0862
    6780.0	    0.0862
    6780.3	    0.0862
    6780.6	    0.0862
    6780.9	    0.0862
    6781.2	    0.0862
    6781.5	    0.0862
    6781.8	    0.0862
    6782.1	    0.0862
    6782.4	    0.0862
    6782.7	    0.0862
    6783.0	    0.0862
    6783.3	    0.0862
    6783.6	    0.0862
    6783.9	    0.0862
    6784.2	    0.0862
    6784.5	    0.0862
    6784.8	    0.0861
    6785.1	    0.0861
    6785.4	    0.0861
    6785.7	    0.0862
    6786.0	    0.0862
    6786.3	    0.0862
    6786.6	    0.0862
    6786.9	    0.0862
    6787.2	    0.0862
    6787.5	    0.0861
    6787.8	    0.0861
    6788.1	    0.0861
    6788.4	    0.0861
    6788.7	    0.0861
    6789.0	    0.0861
    6789.3	    0.0861
    6789.6	    0.0862
    6789.9	    0.0862
    6790.2	    0.0862
    6790.5	    0.0862
    6790.8	    0.0862
    6791.1	    0.0862
    6791.4	    0.0861
    6791.7	    0.0861
    6792.0	    0.0861
    6792.3	    0.0861
    6792.6	    0.0861
    6792.9	    0.0861
    6793.2	    0.0861
    6793.5	    0.0861
    6793.8	    0.0861
    6794.1	    0.0861
    6794.4	    0.0861
    6794.7	    0.0861
    6795.0	    0.0861
    6795.3	    0.0861
    6795.6	    0.0861
    6795.9	    0.0861
    6796.2	    0.0861
    6796.5	    0.0861
    6796.8	    0.0861
    6797.1	    0.0861
    6797.4	    0.0861
    6797.7	    0.0861
    6798.0	    0.0861
    6798.3	    0.0861
    6798.6	    0.0861
    6798.9	    0.0861
    6799.2	    0.0861
    6799.5	    0.0861
    6799.8	    0.0861
    6800.1	    0.0861
    6800.4	    0.0861
    6800.7	    0.0860
    6801.0	    0.0860
    6801.3	    0.0860
    6801.6	    0.0860
    6801.9	    0.0860
    6802.2	    0.0860
    6802.5	    0.0861
    6802.8	    0.0861
    6803.1	    0.0861
    6803.4	    0.0861
    6803.7	    0.0861
    6804.0	    0.0861
    6804.3	    0.0861
    6804.6	    0.0861
    6804.9	    0.0860
    6805.2	    0.0860
    6805.5	    0.0860
    6805.8	    0.0860
    6806.1	    0.0860
    6806.4	    0.0860
    6806.7	    0.0860
    6807.0	    0.0860
    6807.3	    0.0860
    6807.6	    0.0860
    6807.9	    0.0860
    6808.2	    0.0860
    6808.5	    0.0860
    6808.8	    0.0860
    6809.1	    0.0860
    6809.4	    0.0860
    6809.7	    0.0860
    6810.0	    0.0860
    6810.3	    0.0860
    6810.6	    0.0860
    6810.9	    0.0860
    6811.2	    0.0860
    6811.5	    0.0860
    6811.8	    0.0860
    6812.1	    0.0860
    6812.4	    0.0860
    6812.7	    0.0860
    6813.0	    0.0860
    6813.3	    0.0860
    6813.6	    0.0860
    6813.9	    0.0860
    6814.2	    0.0860
    6814.5	    0.0860
    6814.8	    0.0860
    6815.1	    0.0860
    6815.4	    0.0860
    6815.7	    0.0860
    6816.0	    0.0859
    6816.3	    0.0860
    6816.6	    0.0860
    6816.9	    0.0860
    6817.2	    0.0860
    6817.5	    0.0860
    6817.8	    0.0860
    6818.1	    0.0860
    6818.4	    0.0860
    6818.7	    0.0860
    6819.0	    0.0860
    6819.3	    0.0860
    6819.6	    0.0860
    6819.9	    0.0860
    6820.2	    0.0859
    6820.5	    0.0859
    6820.8	    0.0859
    6821.1	    0.0859
    6821.4	    0.0859
    6821.7	    0.0859
    6822.0	    0.0859
    6822.3	    0.0859
    6822.6	    0.0859
    6822.9	    0.0860
    6823.2	    0.0859
    6823.5	    0.0860
    6823.8	    0.0860
    6824.1	    0.0859
    6824.4	    0.0859
    6824.7	    0.0859
    6825.0	    0.0859
    6825.3	    0.0859
    6825.6	    0.0859
    6825.9	    0.0859
    6826.2	    0.0859
    6826.5	    0.0859
    6826.8	    0.0859
    6827.1	    0.0859
    6827.4	    0.0859
    6827.7	    0.0859
    6828.0	    0.0859
    6828.3	    0.0859
    6828.6	    0.0859
    6828.9	    0.0859
    6829.2	    0.0859
    6829.5	    0.0859
    6829.8	    0.0859
    6830.1	    0.0859
    6830.4	    0.0859
    6830.7	    0.0859
    6831.0	    0.0859
    6831.3	    0.0859
    6831.6	    0.0859
    6831.9	    0.0858
    6832.2	    0.0859
    6832.5	    0.0859
    6832.8	    0.0859
    6833.1	    0.0859
    6833.4	    0.0859
    6833.7	    0.0859
    6834.0	    0.0859
    6834.3	    0.0859
    6834.6	    0.0859
    6834.9	    0.0859
    6835.2	    0.0859
    6835.5	    0.0859
    6835.8	    0.0858
    6836.1	    0.0858
    6836.4	    0.0858
    6836.7	    0.0858
    6837.0	    0.0858
    6837.3	    0.0859
    6837.6	    0.0859
    6837.9	    0.0859
    6838.2	    0.0859
    6838.5	    0.0859
    6838.8	    0.0859
    6839.1	    0.0859
    6839.4	    0.0859
    6839.7	    0.0859
    6840.0	    0.0859
    6840.3	    0.0858
    6840.6	    0.0858
    6840.9	    0.0858
    6841.2	    0.0858
    6841.5	    0.0858
    6841.8	    0.0858
    6842.1	    0.0858
    6842.4	    0.0858
    6842.7	    0.0858
    6843.0	    0.0858
    6843.3	    0.0859
    6843.6	    0.0858
    6843.9	    0.0859
    6844.2	    0.0858
    6844.5	    0.0858
    6844.8	    0.0858
