# Time (s)	Gamma
    1043.4	    0.0817
    1043.7	    0.0817
    1044.0	    0.0816
    1044.3	    0.0816
    1044.6	    0.0816
    1044.9	    0.0816
    1045.2	    0.0816
    1045.5	    0.0816
    1045.8	    0.0816
    1046.1	    0.0816
    1046.4	    0.0816
    1046.7	    0.0816
    1047.0	    0.0816
    1047.3	    0.0816
    1047.6	    0.0816
    1047.9	    0.0816
    1048.2	    0.0816
    1048.5	    0.0817
    1048.8	    0.0817
    1049.1	    0.0817
    1049.4	    0.0817
    1049.7	    0.0817
    1050.0	    0.0817
    1050.3	    0.0817
    1050.6	    0.0816
    1050.9	    0.0816
    1051.2	    0.0816
    1051.5	    0.0816
    1051.8	    0.0816
    1052.1	    0.0815
    1052.4	    0.0815
    1052.7	    0.0816
    1053.0	    0.0815
    1053.3	    0.0816
    1053.6	    0.0815
    1053.9	    0.0816
    1054.2	    0.0816
    1054.5	    0.0816
    1054.8	    0.0816
    1055.1	    0.0816
    1055.4	    0.0816
    1055.7	    0.0816
    1056.0	    0.0816
    1056.3	    0.0815
    1056.6	    0.0815
    1056.9	    0.0815
    1057.2	    0.0815
    1057.5	    0.0815
    1057.8	    0.0815
    1058.1	    0.0815
    1058.4	    0.0815
    1058.7	    0.0815
    1059.0	    0.0815
    1059.3	    0.0815
    1059.6	    0.0816
    1059.9	    0.0816
    1060.2	    0.0816
    1060.5	    0.0816
    1060.8	    0.0815
    1061.1	    0.0815
    1061.4	    0.0815
    1061.7	    0.0815
    1062.0	    0.0814
    1062.3	    0.0814
    1062.6	    0.0815
    1062.9	    0.0815
    1063.2	    0.0815
    1063.5	    0.0815
    1063.8	    0.0815
    1064.1	    0.0815
    1064.4	    0.0815
    1064.7	    0.0815
    1065.0	    0.0814
    1065.3	    0.0814
    1065.6	    0.0814
    1065.9	    0.0814
    1066.2	    0.0814
    1066.5	    0.0814
    1066.8	    0.0814
    1067.1	    0.0814
    1067.4	    0.0815
    1067.7	    0.0815
    1068.0	    0.0815
    1068.3	    0.0815
    1068.6	    0.0815
    1068.9	    0.0815
    1069.2	    0.0815
    1069.5	    0.0814
    1069.8	    0.0814
    1070.1	    0.0814
    1070.4	    0.0814
    1070.7	    0.0813
    1071.0	    0.0813
    1071.3	    0.0814
    1071.6	    0.0814
    1071.9	    0.0814
    1072.2	    0.0814
    1072.5	    0.0814
    1072.8	    0.0814
    1073.1	    0.0814
    1073.4	    0.0814
    1073.7	    0.0814
    1074.0	    0.0813
    1074.3	    0.0813
    1074.6	    0.0813
    1074.9	    0.0813
    1075.2	    0.0813
    1075.5	    0.0813
    1075.8	    0.0813
    1076.1	    0.0813
    1076.4	    0.0813
    1076.7	    0.0814
    1077.0	    0.0814
    1077.3	    0.0814
    1077.6	    0.0814
    1077.9	    0.0814
    1078.2	    0.0814
    1078.5	    0.0813
    1078.8	    0.0813
    1079.1	    0.0813
    1079.4	    0.0813
    1079.7	    0.0813
    1080.0	    0.0813
    1080.3	    0.0813
    1080.6	    0.0813
    1080.9	    0.0813
    1081.2	    0.0813
    1081.5	    0.0813
    1081.8	    0.0813
    1082.1	    0.0813
    1082.4	    0.0813
    1082.7	    0.0814
    1083.0	    0.0814
    1083.3	    0.0814
    1083.6	    0.0814
    1083.9	    0.0813
    1084.2	    0.0813
    1084.5	    0.0813
    1084.8	    0.0812
    1085.1	    0.0812
    1085.4	    0.0812
    1085.7	    0.0812
    1086.0	    0.0812
    1086.3	    0.0813
    1086.6	    0.0813
    1086.9	    0.0813
    1087.2	    0.0813
    1087.5	    0.0813
    1087.8	    0.0813
    1088.1	    0.0813
    1088.4	    0.0812
    1088.7	    0.0812
    1089.0	    0.0812
    1089.3	    0.0812
    1089.6	    0.0812
    1089.9	    0.0812
    1090.2	    0.0812
    1090.5	    0.0812
    1090.8	    0.0812
    1091.1	    0.0812
    1091.4	    0.0812
    1091.7	    0.0813
    1092.0	    0.0813
    1092.3	    0.0813
    1092.6	    0.0813
    1092.9	    0.0812
    1093.2	    0.0812
    1093.5	    0.0812
    1093.8	    0.0812
    1094.1	    0.0812
    1094.4	    0.0811
    1094.7	    0.0811
    1095.0	    0.0811
    1095.3	    0.0811
    1095.6	    0.0811
    1095.9	    0.0812
    1096.2	    0.0812
    1096.5	    0.0812
    1096.8	    0.0812
    1097.1	    0.0813
    1097.4	    0.0812
    1097.7	    0.0813
    1098.0	    0.0812
    1098.3	    0.0812
    1098.6	    0.0812
    1098.9	    0.0812
    1099.2	    0.0812
    1099.5	    0.0811
    1099.8	    0.0811
    1100.1	    0.0811
    1100.4	    0.0811
    1100.7	    0.0811
    1101.0	    0.0811
    1101.3	    0.0811
    1101.6	    0.0811
    1101.9	    0.0812
    1102.2	    0.0812
    1102.5	    0.0812
    1102.8	    0.0812
    1103.1	    0.0811
    1103.4	    0.0811
    1103.7	    0.0811
    1104.0	    0.0811
    1104.3	    0.0811
    1104.6	    0.0811
    1104.9	    0.0811
    1105.2	    0.0811
    1105.5	    0.0811
    1105.8	    0.0811
    1106.1	    0.0812
    1106.4	    0.0812
    1106.7	    0.0812
    1107.0	    0.0812
    1107.3	    0.0812
    1107.6	    0.0812
    1107.9	    0.0811
    1108.2	    0.0811
    1108.5	    0.0811
    1108.8	    0.0810
    1109.1	    0.0810
    1109.4	    0.0810
    1109.7	    0.0810
    1110.0	    0.0810
    1110.3	    0.0810
    1110.6	    0.0810
    1110.9	    0.0810
    1111.2	    0.0811
    1111.5	    0.0811
    1111.8	    0.0811
    1112.1	    0.0811
    1112.4	    0.0811
    1112.7	    0.0811
    1113.0	    0.0811
    1113.3	    0.0810
    1113.6	    0.0810
    1113.9	    0.0810
    1114.2	    0.0810
    1114.5	    0.0810
    1114.8	    0.0810
    1115.1	    0.0810
    1115.4	    0.0811
    1115.7	    0.0811
    1116.0	    0.0811
    1116.3	    0.0811
    1116.6	    0.0811
    1116.9	    0.0811
    1117.2	    0.0811
    1117.5	    0.0811
    1117.8	    0.0810
    1118.1	    0.0810
    1118.4	    0.0810
    1118.7	    0.0810
    1119.0	    0.0810
    1119.3	    0.0809
    1119.6	    0.0809
    1119.9	    0.0810
    1120.2	    0.0809
    1120.5	    0.0810
    1120.8	    0.0809
    1121.1	    0.0810
    1121.4	    0.0810
    1121.7	    0.0810
    1122.0	    0.0811
    1122.3	    0.0811
    1122.6	    0.0811
    1122.9	    0.0811
    1123.2	    0.0811
    1123.5	    0.0810
    1123.8	    0.0810
    1124.1	    0.0810
    1124.4	    0.0809
    1124.7	    0.0809
    1125.0	    0.0809
    1125.3	    0.0809
    1125.6	    0.0809
    1125.9	    0.0809
    1126.2	    0.0810
    1126.5	    0.0810
    1126.8	    0.0810
    1127.1	    0.0810
    1127.4	    0.0810
    1127.7	    0.0810
    1128.0	    0.0809
    1128.3	    0.0809
    1128.6	    0.0809
    1128.9	    0.0809
    1129.2	    0.0809
    1129.5	    0.0809
    1129.8	    0.0810
    1130.1	    0.0810
    1130.4	    0.0810
    1130.7	    0.0810
    1131.0	    0.0810
    1131.3	    0.0809
    1131.6	    0.0809
    1131.9	    0.0809
    1132.2	    0.0809
    1132.5	    0.0809
    1132.8	    0.0809
    1133.1	    0.0809
    1133.4	    0.0809
    1133.7	    0.0810
    1134.0	    0.0810
    1134.3	    0.0810
    1134.6	    0.0810
    1134.9	    0.0810
    1135.2	    0.0810
    1135.5	    0.0809
    1135.8	    0.0809
    1136.1	    0.0809
    1136.4	    0.0809
    1136.7	    0.0808
    1137.0	    0.0808
    1137.3	    0.0808
    1137.6	    0.0808
    1137.9	    0.0808
    1138.2	    0.0809
    1138.5	    0.0809
    1138.8	    0.0809
    1139.1	    0.0809
    1139.4	    0.0810
    1139.7	    0.0810
    1140.0	    0.0809
    1140.3	    0.0809
    1140.6	    0.0809
    1140.9	    0.0809
    1141.2	    0.0808
    1141.5	    0.0808
    1141.8	    0.0808
    1142.1	    0.0808
    1142.4	    0.0808
    1142.7	    0.0808
    1143.0	    0.0808
    1143.3	    0.0808
    1143.6	    0.0808
    1143.9	    0.0809
    1144.2	    0.0809
    1144.5	    0.0809
    1144.8	    0.0809
    1145.1	    0.0809
    1145.4	    0.0809
    1145.7	    0.0809
    1146.0	    0.0808
    1146.3	    0.0808
    1146.6	    0.0808
    1146.9	    0.0808
    1147.2	    0.0808
    1147.5	    0.0808
    1147.8	    0.0808
    1148.1	    0.0809
    1148.4	    0.0809
    1148.7	    0.0809
    1149.0	    0.0809
    1149.3	    0.0809
    1149.6	    0.0808
    1149.9	    0.0808
    1150.2	    0.0808
    1150.5	    0.0808
    1150.8	    0.0808
    1151.1	    0.0807
    1151.4	    0.0808
    1151.7	    0.0808
    1152.0	    0.0808
    1152.3	    0.0808
    1152.6	    0.0809
    1152.9	    0.0809
    1153.2	    0.0809
    1153.5	    0.0808
    1153.8	    0.0808
    1154.1	    0.0808
    1154.4	    0.0807
    1154.7	    0.0807
    1155.0	    0.0807
    1155.3	    0.0807
    1155.6	    0.0807
    1155.9	    0.0808
    1156.2	    0.0808
    1156.5	    0.0808
    1156.8	    0.0808
    1157.1	    0.0808
    1157.4	    0.0808
    1157.7	    0.0808
    1158.0	    0.0808
    1158.3	    0.0808
    1158.6	    0.0808
    1158.9	    0.0807
    1159.2	    0.0807
    1159.5	    0.0807
    1159.8	    0.0807
    1160.1	    0.0807
    1160.4	    0.0807
    1160.7	    0.0807
    1161.0	    0.0808
    1161.3	    0.0808
    1161.6	    0.0808
    1161.9	    0.0808
    1162.2	    0.0808
    1162.5	    0.0808
    1162.8	    0.0808
    1163.1	    0.0808
    1163.4	    0.0807
    1163.7	    0.0807
    1164.0	    0.0807
    1164.3	    0.0807
    1164.6	    0.0807
    1164.9	    0.0807
    1165.2	    0.0807
    1165.5	    0.0808
    1165.8	    0.0808
    1166.1	    0.0808
    1166.4	    0.0808
    1166.7	    0.0808
    1167.0	    0.0808
    1167.3	    0.0807
    1167.6	    0.0807
    1167.9	    0.0807
    1168.2	    0.0807
    1168.5	    0.0807
    1168.8	    0.0806
    1169.1	    0.0807
    1169.4	    0.0807
    1169.7	    0.0807
    1170.0	    0.0808
    1170.3	    0.0808
    1170.6	    0.0808
    1170.9	    0.0808
    1171.2	    0.0807
    1171.5	    0.0807
    1171.8	    0.0807
    1172.1	    0.0807
    1172.4	    0.0806
    1172.7	    0.0806
    1173.0	    0.0806
    1173.3	    0.0806
    1173.6	    0.0807
    1173.9	    0.0807
    1174.2	    0.0807
    1174.5	    0.0807
    1174.8	    0.0814
    1175.1	    0.0939
    1175.4	    0.1101
    1175.7	    0.1204
    1176.0	    0.1281
    1176.3	    0.1322
    1176.6	    0.1346
    1176.9	    0.1361
    1177.2	    0.1364
    1177.5	    0.1361
    1177.8	    0.1354
    1178.1	    0.1344
    1178.4	    0.1331
    1178.7	    0.1317
    1179.0	    0.1303
    1179.3	    0.1287
    1179.6	    0.1273
    1179.9	    0.1257
    1180.2	    0.1243
    1180.5	    0.1230
    1180.8	    0.1216
    1181.1	    0.1204
    1181.4	    0.1191
    1181.7	    0.1180
    1182.0	    0.1169
    1182.3	    0.1157
    1182.6	    0.1147
    1182.9	    0.1137
    1183.2	    0.1127
    1183.5	    0.1118
    1183.8	    0.1108
    1184.1	    0.1100
    1184.4	    0.1092
    1184.7	    0.1084
    1185.0	    0.1077
    1185.3	    0.1070
    1185.6	    0.1063
    1185.9	    0.1057
    1186.2	    0.1051
    1186.5	    0.1045
    1186.8	    0.1041
    1187.1	    0.1035
    1187.4	    0.1030
    1187.7	    0.1026
    1188.0	    0.1020
    1188.3	    0.1016
    1188.6	    0.1011
    1188.9	    0.1007
    1189.2	    0.1002
    1189.5	    0.0997
    1189.8	    0.0993
    1190.1	    0.0990
    1190.4	    0.0986
    1190.7	    0.0983
    1191.0	    0.0979
    1191.3	    0.0976
    1191.6	    0.0974
    1191.9	    0.0970
    1192.2	    0.0968
    1192.5	    0.0965
    1192.8	    0.0962
    1193.1	    0.0959
    1193.4	    0.0956
    1193.7	    0.0953
    1194.0	    0.0951
    1194.3	    0.0947
    1194.6	    0.0945
    1194.9	    0.0942
    1195.2	    0.0940
    1195.5	    0.0938
    1195.8	    0.0936
    1196.1	    0.0934
    1196.4	    0.0932
    1196.7	    0.0930
    1197.0	    0.0929
    1197.3	    0.0927
    1197.6	    0.0924
    1197.9	    0.0922
    1198.2	    0.0920
    1198.5	    0.0918
    1198.8	    0.0917
    1199.1	    0.0915
    1199.4	    0.0913
    1199.7	    0.0912
    1200.0	    0.0911
    1200.3	    0.0910
    1200.6	    0.0908
    1200.9	    0.0907
    1201.2	    0.0906
    1201.5	    0.0904
    1201.8	    0.0902
    1202.1	    0.0901
    1202.4	    0.0899
    1202.7	    0.0898
    1203.0	    0.0896
    1203.3	    0.0895
    1203.6	    0.0895
    1203.9	    0.0894
    1204.2	    0.0893
    1204.5	    0.0892
    1204.8	    0.0891
    1205.1	    0.0889
    1205.4	    0.0888
    1205.7	    0.0887
    1206.0	    0.0886
    1206.3	    0.0885
    1206.6	    0.0884
    1206.9	    0.0883
    1207.2	    0.0882
    1207.5	    0.0882
    1207.8	    0.0881
    1208.1	    0.0880
    1208.4	    0.0880
    1208.7	    0.0879
    1209.0	    0.0877
    1209.3	    0.0876
    1209.6	    0.0875
    1209.9	    0.0875
    1210.2	    0.0874
    1210.5	    0.0873
    1210.8	    0.0873
    1211.1	    0.0872
    1211.4	    0.0872
    1211.7	    0.0871
    1212.0	    0.0871
    1212.3	    0.0870
    1212.6	    0.0869
    1212.9	    0.0868
    1213.2	    0.0867
    1213.5	    0.0866
    1213.8	    0.0866
    1214.1	    0.0865
    1214.4	    0.0865
    1214.7	    0.0865
    1215.0	    0.0864
    1215.3	    0.0864
    1215.6	    0.0863
    1215.9	    0.0863
    1216.2	    0.0862
    1216.5	    0.0861
    1216.8	    0.0861
    1217.1	    0.0860
    1217.4	    0.0859
    1217.7	    0.0859
    1218.0	    0.0858
    1218.3	    0.0858
    1218.6	    0.0858
    1218.9	    0.0858
    1219.2	    0.0858
    1219.5	    0.0857
    1219.8	    0.0857
    1220.1	    0.0856
    1220.4	    0.0856
    1220.7	    0.0856
    1221.0	    0.0855
    1221.3	    0.0855
    1221.6	    0.0854
    1221.9	    0.0853
    1222.2	    0.0852
    1222.5	    0.0852
    1222.8	    0.0852
    1223.1	    0.0851
    1223.4	    0.0851
    1223.7	    0.0851
    1224.0	    0.0851
    1224.3	    0.0851
    1224.6	    0.0851
    1224.9	    0.0850
    1225.2	    0.0850
    1225.5	    0.0850
    1225.8	    0.0849
    1226.1	    0.0849
    1226.4	    0.0848
    1226.7	    0.0848
    1227.0	    0.0847
    1227.3	    0.0847
    1227.6	    0.0846
    1227.9	    0.0846
    1228.2	    0.0846
    1228.5	    0.0846
    1228.8	    0.0846
    1229.1	    0.0846
    1229.4	    0.0846
    1229.7	    0.0845
    1230.0	    0.0845
    1230.3	    0.0845
    1230.6	    0.0845
    1230.9	    0.0844
    1231.2	    0.0843
    1231.5	    0.0843
    1231.8	    0.0843
    1232.1	    0.0842
    1232.4	    0.0842
    1232.7	    0.0842
    1233.0	    0.0842
    1233.3	    0.0842
    1233.6	    0.0842
    1233.9	    0.0842
    1234.2	    0.0842
    1234.5	    0.0841
    1234.8	    0.0841
    1235.1	    0.0840
    1235.4	    0.0840
    1235.7	    0.0840
    1236.0	    0.0840
    1236.3	    0.0840
    1236.6	    0.0840
    1236.9	    0.0840
    1237.2	    0.0840
    1237.5	    0.0840
    1237.8	    0.0839
    1238.1	    0.0838
    1238.4	    0.0838
    1238.7	    0.0838
    1239.0	    0.0837
    1239.3	    0.0837
    1239.6	    0.0837
    1239.9	    0.0837
    1240.2	    0.0837
    1240.5	    0.0837
    1240.8	    0.0837
    1241.1	    0.0837
    1241.4	    0.0837
    1241.7	    0.0837
    1242.0	    0.0837
    1242.3	    0.0837
    1242.6	    0.0836
    1242.9	    0.0836
    1243.2	    0.0835
    1243.5	    0.0835
    1243.8	    0.0835
    1244.1	    0.0835
    1244.4	    0.0835
    1244.7	    0.0835
    1245.0	    0.0835
    1245.3	    0.0835
    1245.6	    0.0835
    1245.9	    0.0835
    1246.2	    0.0835
    1246.5	    0.0835
    1246.8	    0.0834
    1247.1	    0.0834
    1247.4	    0.0834
    1247.7	    0.0833
    1248.0	    0.0833
    1248.3	    0.0833
    1248.6	    0.0833
    1248.9	    0.0833
    1249.2	    0.0833
    1249.5	    0.0833
    1249.8	    0.0833
    1250.1	    0.0833
    1250.4	    0.0833
    1250.7	    0.0833
    1251.0	    0.0832
    1251.3	    0.0832
    1251.6	    0.0832
    1251.9	    0.0832
    1252.2	    0.0831
    1252.5	    0.0831
    1252.8	    0.0830
    1253.1	    0.0830
    1253.4	    0.0830
    1253.7	    0.0830
    1254.0	    0.0831
    1254.3	    0.0831
    1254.6	    0.0831
    1254.9	    0.0831
    1255.2	    0.0831
    1255.5	    0.0831
    1255.8	    0.0831
    1256.1	    0.0830
    1256.4	    0.0830
    1256.7	    0.0829
    1257.0	    0.0829
    1257.3	    0.0829
    1257.6	    0.0829
    1257.9	    0.0829
    1258.2	    0.0829
    1258.5	    0.0829
    1258.8	    0.0830
    1259.1	    0.0829
    1259.4	    0.0829
    1259.7	    0.0829
    1260.0	    0.0829
    1260.3	    0.0828
    1260.6	    0.0828
    1260.9	    0.0828
    1261.2	    0.0828
    1261.5	    0.0828
    1261.8	    0.0828
    1262.1	    0.0828
    1262.4	    0.0828
    1262.7	    0.0828
    1263.0	    0.0828
    1263.3	    0.0828
    1263.6	    0.0828
    1263.9	    0.0828
    1264.2	    0.0827
    1264.5	    0.0827
    1264.8	    0.0827
    1265.1	    0.0827
    1265.4	    0.0827
    1265.7	    0.0826
    1266.0	    0.0826
    1266.3	    0.0826
    1266.6	    0.0826
    1266.9	    0.0826
    1267.2	    0.0826
    1267.5	    0.0826
    1267.8	    0.0826
    1268.1	    0.0826
    1268.4	    0.0826
    1268.7	    0.0827
    1269.0	    0.0826
    1269.3	    0.0826
    1269.6	    0.0826
    1269.9	    0.0826
    1270.2	    0.0825
    1270.5	    0.0825
    1270.8	    0.0825
    1271.1	    0.0825
    1271.4	    0.0825
    1271.7	    0.0826
    1272.0	    0.0826
    1272.3	    0.0826
    1272.6	    0.0826
    1272.9	    0.0825
    1273.2	    0.0825
    1273.5	    0.0825
    1273.8	    0.0825
    1274.1	    0.0825
    1274.4	    0.0825
    1274.7	    0.0825
    1275.0	    0.0824
    1275.3	    0.0824
    1275.6	    0.0824
    1275.9	    0.0824
    1276.2	    0.0823
    1276.5	    0.0823
    1276.8	    0.0823
    1277.1	    0.0823
    1277.4	    0.0823
    1277.7	    0.0823
    1278.0	    0.0824
    1278.3	    0.0824
    1278.6	    0.0824
    1278.9	    0.0824
    1279.2	    0.0824
    1279.5	    0.0824
    1279.8	    0.0824
    1280.1	    0.0823
    1280.4	    0.0823
    1280.7	    0.0823
    1281.0	    0.0822
    1281.3	    0.0822
    1281.6	    0.0822
    1281.9	    0.0822
    1282.2	    0.0823
    1282.5	    0.0823
    1282.8	    0.0823
    1283.1	    0.0823
    1283.4	    0.0823
    1283.7	    0.0823
    1284.0	    0.0823
    1284.3	    0.0823
    1284.6	    0.0822
    1284.9	    0.0822
    1285.2	    0.0822
    1285.5	    0.0821
    1285.8	    0.0821
    1286.1	    0.0821
    1286.4	    0.0821
    1286.7	    0.0822
    1287.0	    0.0822
    1287.3	    0.0822
    1287.6	    0.0822
    1287.9	    0.0822
    1288.2	    0.0822
    1288.5	    0.0822
    1288.8	    0.0822
    1289.1	    0.0822
    1289.4	    0.0821
    1289.7	    0.0821
    1290.0	    0.0821
    1290.3	    0.0820
    1290.6	    0.0820
    1290.9	    0.0820
    1291.2	    0.0820
    1291.5	    0.0820
    1291.8	    0.0820
    1292.1	    0.0821
    1292.4	    0.0821
    1292.7	    0.0821
    1293.0	    0.0821
    1293.3	    0.0821
    1293.6	    0.0821
    1293.9	    0.0821
    1294.2	    0.0821
    1294.5	    0.0820
    1294.8	    0.0820
    1295.1	    0.0820
    1295.4	    0.0820
    1295.7	    0.0819
    1296.0	    0.0819
    1296.3	    0.0819
    1296.6	    0.0819
    1296.9	    0.0820
    1297.2	    0.0820
    1297.5	    0.0820
    1297.8	    0.0820
    1298.1	    0.0820
    1298.4	    0.0820
    1298.7	    0.0820
    1299.0	    0.0820
    1299.3	    0.0819
    1299.6	    0.0819
    1299.9	    0.0819
    1300.2	    0.0819
    1300.5	    0.0819
    1300.8	    0.0820
    1301.1	    0.0820
    1301.4	    0.0820
    1301.7	    0.0820
    1302.0	    0.0819
    1302.3	    0.0819
    1302.6	    0.0819
    1302.9	    0.0819
    1303.2	    0.0819
    1303.5	    0.0818
    1303.8	    0.0818
    1304.1	    0.0818
    1304.4	    0.0818
    1304.7	    0.0818
    1305.0	    0.0818
    1305.3	    0.0818
    1305.6	    0.0819
    1305.9	    0.0819
    1306.2	    0.0819
    1306.5	    0.0819
    1306.8	    0.0819
    1307.1	    0.0819
    1307.4	    0.0819
    1307.7	    0.0818
    1308.0	    0.0818
    1308.3	    0.0818
    1308.6	    0.0817
    1308.9	    0.0817
    1309.2	    0.0817
    1309.5	    0.0817
    1309.8	    0.0818
    1310.1	    0.0818
    1310.4	    0.0818
    1310.7	    0.0818
    1311.0	    0.0818
    1311.3	    0.0818
    1311.6	    0.0818
    1311.9	    0.0817
    1312.2	    0.0817
    1312.5	    0.0817
    1312.8	    0.0817
    1313.1	    0.0817
    1313.4	    0.0817
    1313.7	    0.0817
    1314.0	    0.0818
    1314.3	    0.0818
    1314.6	    0.0818
    1314.9	    0.0818
    1315.2	    0.0818
    1315.5	    0.0817
    1315.8	    0.0817
    1316.1	    0.0817
    1316.4	    0.0816
    1316.7	    0.0816
    1317.0	    0.0816
    1317.3	    0.0816
    1317.6	    0.0817
    1317.9	    0.0817
    1318.2	    0.0817
    1318.5	    0.0817
    1318.8	    0.0817
    1319.1	    0.0817
    1319.4	    0.0817
    1319.7	    0.0817
    1320.0	    0.0817
    1320.3	    0.0817
    1320.6	    0.0817
    1320.9	    0.0817
    1321.2	    0.0816
    1321.5	    0.0816
    1321.8	    0.0816
    1322.1	    0.0815
    1322.4	    0.0815
    1322.7	    0.0816
    1323.0	    0.0816
    1323.3	    0.0816
    1323.6	    0.0816
    1323.9	    0.0816
    1324.2	    0.0816
    1324.5	    0.0816
    1324.8	    0.0816
    1325.1	    0.0816
    1325.4	    0.0816
    1325.7	    0.0816
    1326.0	    0.0816
    1326.3	    0.0816
    1326.6	    0.0816
    1326.9	    0.0816
    1327.2	    0.0816
    1327.5	    0.0815
    1327.8	    0.0815
    1328.1	    0.0815
    1328.4	    0.0814
    1328.7	    0.0814
    1329.0	    0.0814
    1329.3	    0.0814
    1329.6	    0.0815
    1329.9	    0.0815
    1330.2	    0.0815
    1330.5	    0.0816
    1330.8	    0.0816
    1331.1	    0.0816
    1331.4	    0.0816
    1331.7	    0.0816
    1332.0	    0.0815
    1332.3	    0.0815
    1332.6	    0.0815
    1332.9	    0.0815
    1333.2	    0.0814
    1333.5	    0.0814
    1333.8	    0.0814
    1334.1	    0.0815
    1334.4	    0.0815
    1334.7	    0.0815
    1335.0	    0.0815
    1335.3	    0.0815
    1335.6	    0.0815
    1335.9	    0.0815
    1336.2	    0.0815
    1336.5	    0.0815
    1336.8	    0.0815
    1337.1	    0.0815
    1337.4	    0.0815
    1337.7	    0.0815
    1338.0	    0.0815
    1338.3	    0.0814
    1338.6	    0.0814
    1338.9	    0.0814
    1339.2	    0.0814
    1339.5	    0.0814
    1339.8	    0.0814
    1340.1	    0.0814
    1340.4	    0.0814
    1340.7	    0.0814
    1341.0	    0.0814
    1341.3	    0.0814
    1341.6	    0.0814
    1341.9	    0.0813
    1342.2	    0.0813
    1342.5	    0.0813
    1342.8	    0.0813
    1343.1	    0.0813
    1343.4	    0.0813
    1343.7	    0.0814
    1344.0	    0.0814
    1344.3	    0.0814
    1344.6	    0.0814
    1344.9	    0.0814
    1345.2	    0.0814
    1345.5	    0.0814
    1345.8	    0.0814
    1346.1	    0.0814
    1346.4	    0.0814
    1346.7	    0.0814
    1347.0	    0.0814
    1347.3	    0.0814
    1347.6	    0.0813
    1347.9	    0.0813
    1348.2	    0.0813
    1348.5	    0.0813
    1348.8	    0.0813
    1349.1	    0.0813
    1349.4	    0.0813
    1349.7	    0.0813
    1350.0	    0.0814
    1350.3	    0.0814
    1350.6	    0.0814
    1350.9	    0.0814
    1351.2	    0.0813
    1351.5	    0.0813
    1351.8	    0.0813
    1352.1	    0.0813
    1352.4	    0.0813
    1352.7	    0.0812
    1353.0	    0.0812
    1353.3	    0.0812
    1353.6	    0.0812
    1353.9	    0.0813
    1354.2	    0.0813
    1354.5	    0.0813
    1354.8	    0.0813
    1355.1	    0.0813
    1355.4	    0.0813
    1355.7	    0.0813
    1356.0	    0.0813
    1356.3	    0.0813
    1356.6	    0.0813
    1356.9	    0.0812
    1357.2	    0.0812
    1357.5	    0.0812
    1357.8	    0.0812
    1358.1	    0.0812
    1358.4	    0.0813
    1358.7	    0.0813
    1359.0	    0.0813
    1359.3	    0.0813
    1359.6	    0.0813
    1359.9	    0.0813
    1360.2	    0.0813
    1360.5	    0.0813
    1360.8	    0.0812
    1361.1	    0.0812
    1361.4	    0.0812
    1361.7	    0.0812
    1362.0	    0.0812
    1362.3	    0.0812
    1362.6	    0.0812
    1362.9	    0.0812
    1363.2	    0.0813
    1363.5	    0.0813
    1363.8	    0.0813
    1364.1	    0.0813
    1364.4	    0.0812
    1364.7	    0.0812
    1365.0	    0.0812
    1365.3	    0.0812
    1365.6	    0.0811
    1365.9	    0.0811
    1366.2	    0.0811
    1366.5	    0.0811
    1366.8	    0.0811
    1367.1	    0.0812
    1367.4	    0.0812
    1367.7	    0.0812
    1368.0	    0.0812
    1368.3	    0.0812
    1368.6	    0.0812
    1368.9	    0.0812
    1369.2	    0.0812
    1369.5	    0.0812
    1369.8	    0.0812
    1370.1	    0.0812
    1370.4	    0.0812
    1370.7	    0.0811
    1371.0	    0.0811
    1371.3	    0.0811
    1371.6	    0.0811
    1371.9	    0.0811
    1372.2	    0.0811
    1372.5	    0.0811
    1372.8	    0.0811
    1373.1	    0.0812
    1373.4	    0.0812
    1373.7	    0.0812
    1374.0	    0.0812
    1374.3	    0.0812
    1374.6	    0.0812
    1374.9	    0.0812
    1375.2	    0.0812
    1375.5	    0.0811
    1375.8	    0.0811
    1376.1	    0.0811
    1376.4	    0.0810
    1376.7	    0.0811
    1377.0	    0.0811
    1377.3	    0.0811
    1377.6	    0.0811
    1377.9	    0.0811
    1378.2	    0.0811
    1378.5	    0.0811
    1378.8	    0.0811
    1379.1	    0.0811
    1379.4	    0.0811
    1379.7	    0.0811
    1380.0	    0.0811
    1380.3	    0.0811
    1380.6	    0.0811
    1380.9	    0.0810
    1381.2	    0.0810
    1381.5	    0.0810
    1381.8	    0.0810
    1382.1	    0.0811
    1382.4	    0.0811
    1382.7	    0.0811
    1383.0	    0.0811
    1383.3	    0.0811
    1383.6	    0.0811
    1383.9	    0.0811
    1384.2	    0.0811
    1384.5	    0.0811
    1384.8	    0.0811
    1385.1	    0.0811
    1385.4	    0.0811
    1385.7	    0.0811
    1386.0	    0.0811
    1386.3	    0.0811
    1386.6	    0.0810
    1386.9	    0.0811
    1387.2	    0.0810
    1387.5	    0.0810
    1387.8	    0.0810
    1388.1	    0.0809
    1388.4	    0.0809
    1388.7	    0.0809
    1389.0	    0.0810
    1389.3	    0.0810
    1389.6	    0.0810
    1389.9	    0.0810
    1390.2	    0.0810
    1390.5	    0.0811
    1390.8	    0.0811
    1391.1	    0.0810
    1391.4	    0.0810
    1391.7	    0.0810
    1392.0	    0.0810
    1392.3	    0.0810
    1392.6	    0.0810
