Timestamp, X, Y, Current Target, Current FC, Current Cage
2019-01-14T11:41:14.750263,-0.035791,-0.03629,4.6510000000000004e-08,4.195000000000001e-08,0.39199251791581147
2019-01-14T11:41:14.845017,-0.085282,-0.085616,4.597e-08,4.195000000000001e-08,0.39199251791581147
2019-01-14T11:41:14.957278,-0.132467,-0.132802,4.547e-08,4.195000000000001e-08,0.39199251791581147
2019-01-14T11:41:15.052998,-0.18834,-0.188631,4.527000000000001e-08,4.195000000000001e-08,0.39199251791581147
2019-01-14T11:41:15.148895,-0.236249,-0.236307,4.512e-08,4.195000000000001e-08,0.39199251791581147
2019-01-14T11:41:15.244638,-0.284255,-0.284493,4.489e-08,4.194e-08,0.39199251791581147
2019-01-14T11:41:15.357795,-0.332117,-0.332391,4.463e-08,4.194e-08,0.39199251791581147
2019-01-14T11:41:15.455261,-0.389013,-0.389307,4.469e-08,4.194e-08,0.39199251791581147
2019-01-14T11:41:15.549202,-0.437795,-0.438127,4.561e-08,4.194e-08,0.39199251791581147
2019-01-14T11:41:15.645359,-0.483854,-0.483974,4.684000000000001e-08,4.194e-08,0.39199251791581147
2019-01-14T11:41:15.758019,-0.532421,-0.532489,4.7520000000000005e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:15.853519,-0.589125,-0.589322,4.744e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:15.949757,-0.63653,-0.636764,4.722e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:16.061745,-0.684643,-0.684906,4.705e-08,4.1930000000000006e-08,0.3918198129131646
2019-01-14T11:41:16.157480,-0.741731,-0.741844,4.6920000000000006e-08,4.1930000000000006e-08,0.3918198129131646
2019-01-14T11:41:16.253509,-0.789639,-0.789917,4.667000000000001e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:16.349874,-0.837215,-0.837666,4.6510000000000004e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:16.460314,-0.88514,-0.885454,4.6570000000000006e-08,4.194e-08,0.3918198129131646
2019-01-14T11:41:16.556535,-0.940688,-0.940933,4.684000000000001e-08,4.1930000000000006e-08,0.3918198129131646
2019-01-14T11:41:16.652490,-0.98782,-0.987944,4.701e-08,4.192000000000001e-08,0.3918198129131646
2019-01-14T11:41:16.748449,-1.0,-1.000003,4.719e-08,4.192000000000001e-08,0.3918198129131646
2019-01-14T11:41:16.859890,-0.999998,-0.999998,4.743e-08,4.1909999999999996e-08,0.3918198129131646
2019-01-14T11:41:16.956686,-1.000002,-1.000006,4.765e-08,4.1909999999999996e-08,0.3918198129131646
2019-01-14T11:41:17.052414,-1.000004,-1.000002,4.838000000000001e-08,4.19e-08,0.3918198129131646
2019-01-14T11:41:17.147945,-1.000005,-1.000002,4.9640000000000006e-08,4.19e-08,0.3918198129131646
2019-01-14T11:41:17.259891,-1.000002,-1.000003,5.109000000000001e-08,4.19e-08,0.3918198129131646
2019-01-14T11:41:17.357549,-1.0,-1.000006,5.241e-08,4.189e-08,0.3918198129131646
2019-01-14T11:41:17.453616,-1.0,-1.000002,5.239e-08,4.189e-08,0.3918198129131646
2019-01-14T11:41:17.548640,-0.999998,-0.999996,5.191e-08,4.187e-08,0.3918198129131646
2019-01-14T11:41:17.660036,-1.000002,-1.000002,5.110000000000001e-08,4.186e-08,0.3918198129131646
2019-01-14T11:41:17.757031,-1.000004,-1.000002,5.012e-08,4.184e-08,0.3918198129131646
2019-01-14T11:41:17.851972,-0.999994,-1.000002,4.915e-08,4.183e-08,0.3918198129131646
2019-01-14T11:41:17.948486,-1.000002,-0.999995,4.8350000000000006e-08,4.181e-08,0.3918198129131646
2019-01-14T11:41:18.059991,-0.999998,-1.000002,4.779e-08,4.179e-08,0.3918198129131646
2019-01-14T11:41:18.156902,-1.0,-1.000008,4.76e-08,4.176e-08,0.3918198129131646
2019-01-14T11:41:18.253580,-1.000004,-0.999996,4.781e-08,4.174e-08,0.3918198129131646
2019-01-14T11:41:18.349657,-1.000004,-1.000006,4.8070000000000006e-08,4.172e-08,0.3918198129131646
2019-01-14T11:41:18.460585,-1.000004,-1.000002,4.851e-08,4.17e-08,0.3918198129131646
2019-01-14T11:41:18.557014,-0.999998,-1.000004,4.931e-08,4.168e-08,0.3918198129131646
2019-01-14T11:41:18.653202,-1.0,-0.999998,5.016e-08,4.166e-08,0.3918198129131646
2019-01-14T11:41:18.749299,-1.0,-1.000003,5.088e-08,4.164e-08,0.3918198129131646
2019-01-14T11:41:18.860988,-1.000002,-1.000003,5.1460000000000006e-08,4.163e-08,0.3918198129131646
2019-01-14T11:41:18.955926,-0.999998,-0.999998,5.258e-08,4.163e-08,0.3918198129131646
2019-01-14T11:41:19.051957,-0.999998,-1.000002,5.372e-08,4.162e-08,0.3918198129131646
2019-01-14T11:41:19.148989,-0.999998,-0.999998,5.4840000000000007e-08,4.161e-08,0.3918198129131646
2019-01-14T11:41:19.259893,-1.0,-1.000004,5.515e-08,4.16e-08,0.3918198129131646
2019-01-14T11:41:19.355935,-0.999994,-0.999995,5.4990000000000005e-08,4.16e-08,0.3918198129131646
2019-01-14T11:41:19.452531,-0.999994,-0.999997,5.473e-08,4.1590000000000004e-08,0.3918198129131646
2019-01-14T11:41:19.547915,-0.999996,-0.999998,5.423e-08,4.1590000000000004e-08,0.3918198129131646
2019-01-14T11:41:19.659948,-0.999996,-0.999996,5.364e-08,4.158e-08,0.3918198129131646
2019-01-14T11:41:19.756761,-0.999996,-1.000003,5.278000000000001e-08,4.157e-08,0.3918198129131646
2019-01-14T11:41:19.853042,-0.999996,-0.999997,5.226e-08,4.157e-08,0.3918198129131646
2019-01-14T11:41:19.947656,-0.999996,-1.000004,5.228e-08,4.157e-08,0.3918198129131646
2019-01-14T11:41:20.058897,-1.000003,-1.000003,5.263000000000001e-08,4.157e-08,0.3918198129131646
2019-01-14T11:41:20.154919,-1.0,-0.999997,5.316e-08,4.156e-08,0.3918198129131646
2019-01-14T11:41:20.251486,-0.999996,-0.999993,5.364e-08,4.156e-08,0.3918198129131646
2019-01-14T11:41:20.346885,-1.000009,-1.000002,5.394e-08,4.156e-08,0.3918198129131646
